UserName,Tweet,TimeDateStamp,Location,preprocessed_Tweet,tokenized_Tweet
AlderHeyFinance,"Wednesday is our dedicated day to taking care of our well being either mentally or physically.
@mentalhealth have a large range of topics they can help with and the content is free, see link below #wellbeingwednesday 
https://t.co/Ec1vdSicSx",2020-06-10 12:28:11,Alder Hey children’s NHS FT,"wednesday dedicated day taking care well either mentally physically. @mentalhealth large range topics help content free, see link #wellbeingwednesday","['wednesday', 'dedicated', 'day', 'taking', 'care', 'well', 'either', 'mentally', 'physically', 'mentalhealth', 'large', 'range', 'topics', 'help', 'content', 'free', 'see', 'link', 'wellbeingwednesday']"
RoneDesign,"The emergence of coronavirus has led to a massive change in our working lives for many of us with more uncertainty &amp; new challenges. 

@mentalhealth share some tips on looking after your mental health while working from home https://t.co/i5ZhopcB2v

#wellbeing #mentalhealth https://t.co/BJvO7EwsdR",2020-06-10 12:09:43,"Bradford, England",emergence coronavirus led massive change working lives many us uncertainty new challenges. @mentalhealth share tips looking mental health working home #wellbeing #mentalhealth,"['emergence', 'coronavirus', 'led', 'massive', 'change', 'working', 'lives', 'many', 'us', 'uncertainty', 'new', 'challenges', 'mentalhealth', 'share', 'tips', 'looking', 'mental', 'health', 'working', 'home', 'wellbeing', 'mentalhealth']"
ManInMortlake,"Since some of you have asked, this is my route, or parts thereof, for my daily @mentalhealth fundraising walk.
The blue dot marks where I live. The bridge to the far left is Kew Bridge; to the far right, Hammersmith Bridge. The walk is about 18km (approx 11 miles).
#mentalhealth https://t.co/KXpcF5vYBQ",2020-06-10 11:53:25,LB Richmond upon Thames,"since asked, route, parts thereof, daily @mentalhealth fundraising walk. blue dot marks live. bridge far left kew bridge; far right, hammersmith bridge. walk 18km (approx 11 miles). #mentalhealth","['since', 'asked', 'route', 'parts', 'thereof', 'daily', 'mentalhealth', 'fundraising', 'walk', 'blue', 'dot', 'marks', 'live', 'bridge', 'far', 'left', 'kew', 'bridge', 'far', 'right', 'hammersmith', 'bridge', 'walk', 'km', 'approx', 'miles', 'mentalhealth']"
bouncebackabil,Kindness can help turn things around. This is an excellent short video from @mentalhealth. https://t.co/1iZHX5KGbI,2020-06-10 11:44:00,,kindness help turn things around. excellent short video @mentalhealth.,"['kindness', 'help', 'turn', 'things', 'around', 'excellent', 'short', 'video', 'mentalhealth']"
martypl76,RT @HungerfordToge1: We are pleased to say that from funds secured we will be able to offer free 121 therapy and groups. The safety of ever…,2020-06-10 11:27:26,"Hungerford, Berkshire, England",@hungerfordtoge1: pleased say funds secured able offer free 121 therapy groups. safety ever…,"['hungerfordtoge1', 'pleased', 'say', 'funds', 'secured', 'able', 'offer', 'free', 'therapy', 'groups', 'safety', 'ever']"
50Sense,"@MidlifeMollie @mentalhealth @MindCharity Oh definitely. The lack of awareness of what menopause can mean to a woman's mental health and wellbeing is shocking. 

@MidlifeMollie @mentalhealth @MindCharity",2020-06-10 11:15:36,"Canterbury, England",@midlifemollie @mentalhealth @mindcharity oh definitely. lack awareness menopause mean woman's mental health wellbeing shocking. @midlifemollie @mentalhealth @mindcharity,"['midlifemollie', 'mentalhealth', 'mindcharity', 'oh', 'definitely', 'lack', 'awareness', 'menopause', 'mean', ""woman's"", 'mental', 'health', 'wellbeing', 'shocking', 'midlifemollie', 'mentalhealth', 'mindcharity']"
HisSpiritWife,"RT @Joyzineuk: Our first lineup announcements for @balconyfest #6

Cult artpop favourites David Devant &amp; @HisSpiritWife, South London singe…",2020-06-10 11:08:13,,"@joyzineuk: first lineup announcements @balconyfest #6 cult artpop favourites david devant @hisspiritwife, south london singe…","['joyzineuk', 'first', 'lineup', 'announcements', 'balconyfest', 'cult', 'artpop', 'favourites', 'david', 'devant', 'hisspiritwife', 'south', 'london', 'singe']"
HungerfordToge1,"We are pleased to say that from funds secured we will be able to offer free 121 therapy and groups. The safety of everyone is paramount so please follow, like &amp; RT. A new website &amp; social media pages are being built. #mentalhealth @MattHancock @HungerfordArcad @mentalhealth https://t.co/7hTzZBhr1a",2020-06-10 11:08:09,,"pleased say funds secured able offer free 121 therapy groups. safety everyone paramount please follow, like rt. new website social media pages built. #mentalhealth @matthancock @hungerfordarcad @mentalhealth","['pleased', 'say', 'funds', 'secured', 'able', 'offer', 'free', 'therapy', 'groups', 'safety', 'everyone', 'paramount', 'please', 'follow', 'like', 'rt', 'new', 'website', 'social', 'media', 'pages', 'built', 'mentalhealth', 'matthancock', 'hungerfordarcad', 'mentalhealth']"
pw_nganga,"RT @mentalhealth: ""I know how racism has affected my mental health in so many ways...""

💔For a lot of us, the death of George Floyd may hav…",2020-06-10 11:07:53,"London, England","@mentalhealth: ""i know racism affected mental health many ways..."" 💔for lot us, death george floyd may hav…","['mentalhealth', 'know', 'racism', 'affected', 'mental', 'health', 'many', 'ways', 'for', 'lot', 'us', 'death', 'george', 'floyd', 'may', 'hav']"
KingskerswellLb,"Today's Random Act of Kindness suggestion from @mentalhealth: Send an interesting article to a friend!

#EmpathyDay #coronavirusKindness",2020-06-10 11:05:24,,today's random act kindness suggestion @mentalhealth: send interesting article friend! #empathyday #coronaviruskindness,"[""today's"", 'random', 'act', 'kindness', 'suggestion', 'mentalhealth', 'send', 'interesting', 'article', 'friend', 'empathyday', 'coronaviruskindness']"
NHSGrampian,RT @mentalhealth: 👶The theme for this year's Infant Mental Health Awareness Week is 20:20 Vision Seeing the world through babies' eyes. Thi…,2020-06-10 11:04:34,"Grampian, Scotland",@mentalhealth: 👶the theme year's infant mental health awareness week 20:20 vision seeing world babies' eyes. thi…,"['mentalhealth', 'the', 'theme', ""year's"", 'infant', 'mental', 'health', 'awareness', 'week', 'vision', 'seeing', 'world', ""babies'"", 'eyes', 'thi']"
StThomasCEPSch,"Children are increasingly connecting with the world through digital media. With technology constantly changing, it can be hard knowing how to keep your children safe and healthy online. #MentalHealthAwareness  @mentalhealth #SocialSchools

https://t.co/SIGWOEXG6N",2020-06-10 11:02:44,"Groombridge, East Sussex","children increasingly connecting world digital media. technology constantly changing, hard knowing keep children safe healthy online. #mentalhealthawareness @mentalhealth #socialschools","['children', 'increasingly', 'connecting', 'world', 'digital', 'media', 'technology', 'constantly', 'changing', 'hard', 'knowing', 'keep', 'children', 'safe', 'healthy', 'online', 'mentalhealthawareness', 'mentalhealth', 'socialschools']"
MidlifeMollie,@50Sense @mentalhealth @MindCharity Menopausal women are still an easy target for a throwaway joke too,2020-06-10 11:01:08,"London, England",@50sense @mentalhealth @mindcharity menopausal women still easy target throwaway joke,"['sense', 'mentalhealth', 'mindcharity', 'menopausal', 'women', 'still', 'easy', 'target', 'throwaway', 'joke']"
first1001days,Thanks to our member @mentalhealth for this new resource to support parent- and infant mental health. #IMHAW2020 https://t.co/CBgmZh7ee9,2020-06-10 11:00:48,UK,thanks member @mentalhealth new resource support parent- infant mental health. #imhaw2020,"['thanks', 'member', 'mentalhealth', 'new', 'resource', 'support', 'parent', 'infant', 'mental', 'health', 'imhaw2020']"
Joyzineuk,"Our first lineup announcements for @balconyfest #6

Cult artpop favourites David Devant &amp; @HisSpiritWife, South London singer-songwriter @sherikasherard &amp; the ethereal folk of @AilsaTully will be playing for us on 20th June to raise money for The @mentalhealth Foundation
#MHFLive https://t.co/fXC76AJAvr",2020-06-10 10:49:39,"London, England","first lineup announcements @balconyfest #6 cult artpop favourites david devant @hisspiritwife, south london singer-songwriter @sherikasherard ethereal folk @ailsatully playing us 20th june raise money @mentalhealth foundation #mhflive","['first', 'lineup', 'announcements', 'balconyfest', 'cult', 'artpop', 'favourites', 'david', 'devant', 'hisspiritwife', 'south', 'london', 'singer', 'songwriter', 'sherikasherard', 'ethereal', 'folk', 'ailsatully', 'playing', 'us', 'th', 'june', 'raise', 'money', 'mentalhealth', 'foundation', 'mhflive']"
WyvilPrimary,Y6 have enjoyed making dream catchers this week! #WellBeingWednesday @RAKFoundation @lambeth_council @mentalhealth #LambethELEVATE #LoveLambeth #KindnessMatters #WyvilFamily 💖 #WyvilValues https://t.co/xJTHQPHavD,2020-06-10 10:32:37,"Lambeth, London",y6 enjoyed making dream catchers week! #wellbeingwednesday @rakfoundation @lambeth_council @mentalhealth #lambethelevate #lovelambeth #kindnessmatters #wyvilfamily 💖 #wyvilvalues,"['y6', 'enjoyed', 'making', 'dream', 'catchers', 'week', 'wellbeingwednesday', 'rakfoundation', 'lambeth_council', 'mentalhealth', 'lambethelevate', 'lovelambeth', 'kindnessmatters', 'wyvilfamily', 'wyvilvalues']"
WyvilPrimary,Looking for a #RandomActOfKindness on #WellBeingWednesday? How about trying one of these ideas? 2/2 @RAKFoundation @lambeth_council @mentalhealth #LambethELEVATE #LoveLambeth #KindnessMatters #WyvilFamily 💖 #WyvilValues https://t.co/l8fpaC9TJu,2020-06-10 10:23:16,"Lambeth, London",looking #randomactofkindness #wellbeingwednesday? trying one ideas? 2/2 @rakfoundation @lambeth_council @mentalhealth #lambethelevate #lovelambeth #kindnessmatters #wyvilfamily 💖 #wyvilvalues,"['looking', 'randomactofkindness', 'wellbeingwednesday', 'trying', 'one', 'ideas', 'rakfoundation', 'lambeth_council', 'mentalhealth', 'lambethelevate', 'lovelambeth', 'kindnessmatters', 'wyvilfamily', 'wyvilvalues']"
WyvilPrimary,Looking for a #RandomActOfKindness on #WellBeingWednesday? How about trying one of these ideas? 1/2 @RAKFoundation @lambeth_council @mentalhealth #LambethELEVATE #LoveLambeth #KindnessMatters #WyvilFamily 💖 #WyvilValues https://t.co/bFzTiqOkXB,2020-06-10 10:22:27,"Lambeth, London",looking #randomactofkindness #wellbeingwednesday? trying one ideas? 1/2 @rakfoundation @lambeth_council @mentalhealth #lambethelevate #lovelambeth #kindnessmatters #wyvilfamily 💖 #wyvilvalues,"['looking', 'randomactofkindness', 'wellbeingwednesday', 'trying', 'one', 'ideas', 'rakfoundation', 'lambeth_council', 'mentalhealth', 'lambethelevate', 'lovelambeth', 'kindnessmatters', 'wyvilfamily', 'wyvilvalues']"
PeppillApp,"How can you look after your mental health while working during the lockdown? Check out

https://t.co/MSHFcX38N3

#COVID19 #WednesdayWisdom #StayHomeStaySafe #QuarantineLife

Courtesy: @mentalhealth 

Pic Courtesy: Photo by Nik Shuliahin on @unsplash"" https://t.co/UPpBxyF3AG",2020-06-10 09:54:29,India,"look mental health working lockdown? check #covid19 #wednesdaywisdom #stayhomestaysafe #quarantinelife courtesy: @mentalhealth pic courtesy: photo nik shuliahin @unsplash""","['look', 'mental', 'health', 'working', 'lockdown', 'check', 'covid19', 'wednesdaywisdom', 'stayhomestaysafe', 'quarantinelife', 'courtesy', 'mentalhealth', 'pic', 'courtesy', 'photo', 'nik', 'shuliahin', 'unsplash']"
SwlstgN,RT @RAnimasun: @emilyfisherldn @NightingaleHosp @casserlyd @theRCN @ANANursingWorld @NurseStandard @mentalhealth @MarziaNicodemiE @SwlstgN…,2020-06-10 09:54:26,"London, England",@ranimasun: @emilyfisherldn @nightingalehosp @casserlyd @thercn @ananursingworld @nursestandard @mentalhealth @marzianicodemie @swlstgn…,"['ranimasun', 'emilyfisherldn', 'nightingalehosp', 'casserlyd', 'thercn', 'ananursingworld', 'nursestandard', 'mentalhealth', 'marzianicodemie', 'swlstgn']"
LDNLibraries,RT @greenwichlibs: Want to talk? #Self-esteem &amp; #Happiness are important to personal #Wellness. Our Wed group is now on WhatsApp. Join them…,2020-06-10 09:50:45,"London, England",@greenwichlibs: want talk? #self-esteem #happiness important personal #wellness. wed group whatsapp. join them…,"['greenwichlibs', 'want', 'talk', 'self', 'esteem', 'happiness', 'important', 'personal', 'wellness', 'wed', 'group', 'whatsapp', 'join', 'them']"
greenwichlibs,"Want to talk? #Self-esteem &amp; #Happiness are important to personal #Wellness. Our Wed group is now on WhatsApp. Join them by contacting richard.davidson@gll.org.
@Royal_Greenwich @RCGreenwich @martimeLDN @LDNLibraries @mentalhealth #WellnessWednesday #MentalHealthMatters https://t.co/63NcJuh304",2020-06-10 09:45:00,Royal Borough of Greenwich,want talk? #self-esteem #happiness important personal #wellness. wed group whatsapp. join contacting richard.davidson@gll.org. @royal_greenwich @rcgreenwich @martimeldn @ldnlibraries @mentalhealth #wellnesswednesday #mentalhealthmatters,"['want', 'talk', 'self', 'esteem', 'happiness', 'important', 'personal', 'wellness', 'wed', 'group', 'whatsapp', 'join', 'contacting', 'richard', 'davidson', 'gll', 'org', 'royal_greenwich', 'rcgreenwich', 'martimeldn', 'ldnlibraries', 'mentalhealth', 'wellnesswednesday', 'mentalhealthmatters']"
ActiveWCC,RT @LdnSportsTrust: Some really good mental health advice from @mentalhealth @ywestfound @ActiveWCC @FourthYcc @FutureMenUK @AvenuesYouth79…,2020-06-10 09:34:26,City of Westminster,@ldnsportstrust: really good mental health advice @mentalhealth @ywestfound @activewcc @fourthycc @futuremenuk @avenuesyouth79…,"['ldnsportstrust', 'really', 'good', 'mental', 'health', 'advice', 'mentalhealth', 'ywestfound', 'activewcc', 'fourthycc', 'futuremenuk', 'avenuesyouth79']"
stephen67589233,"Anyone else on here either struggling right now or have struggled with depression or anxiety issues? I’d love to hear your story, I’m hear you listen with no judgment. #talk #listen #depression #anxiety #relief #alwayshere  @Ianpippin @mentalhealth",2020-06-10 09:34:24,,"anyone else either struggling right struggled depression anxiety issues? i’d love hear story, i’m hear listen judgment. #talk #listen #depression #anxiety #relief #alwayshere @ianpippin @mentalhealth","['anyone', 'else', 'either', 'struggling', 'right', 'struggled', 'depression', 'anxiety', 'issues', 'love', 'hear', 'story', 'hear', 'listen', 'judgment', 'talk', 'listen', 'depression', 'anxiety', 'relief', 'alwayshere', 'ianpippin', 'mentalhealth']"
fox_damon,RT @HmSerian: Does anyone have any experience with grounding techniques as a coping skill when working with a child who is emotionally dysr…,2020-06-10 09:32:34,"London, England",@hmserian: anyone experience grounding techniques coping skill working child emotionally dysr…,"['hmserian', 'anyone', 'experience', 'grounding', 'techniques', 'coping', 'skill', 'working', 'child', 'emotionally', 'dysr']"
HmSerian,Does anyone have any experience with grounding techniques as a coping skill when working with a child who is emotionally dysregulated.Or know of any reading/research into it?I'm really interested in implementing it in my mentoring @mentalhealth #EduChat #mentalhealth #edutwitter,2020-06-10 09:27:43,"Merthyr Tydfil, Wales",anyone experience grounding techniques coping skill working child emotionally dysregulated.or know reading/research it?i'm really interested implementing mentoring @mentalhealth #educhat #mentalhealth #edutwitter,"['anyone', 'experience', 'grounding', 'techniques', 'coping', 'skill', 'working', 'child', 'emotionally', 'dysregulated', 'or', 'know', 'reading', 'research', 'it', 'really', 'interested', 'implementing', 'mentoring', 'mentalhealth', 'educhat', 'mentalhealth', 'edutwitter']"
LdnSportsTrust,Some really good mental health advice from @mentalhealth @ywestfound @ActiveWCC @FourthYcc @FutureMenUK @AvenuesYouth79 @StAndrewsYC @BWWMind @MPSWhiteCity @AddisonChamps @JamieLaing_UK @youngkandc https://t.co/hfAeda28rJ,2020-06-10 09:25:55,London,really good mental health advice @mentalhealth @ywestfound @activewcc @fourthycc @futuremenuk @avenuesyouth79 @standrewsyc @bwwmind @mpswhitecity @addisonchamps @jamielaing_uk @youngkandc,"['really', 'good', 'mental', 'health', 'advice', 'mentalhealth', 'ywestfound', 'activewcc', 'fourthycc', 'futuremenuk', 'avenuesyouth79', 'standrewsyc', 'bwwmind', 'mpswhitecity', 'addisonchamps', 'jamielaing_uk', 'youngkandc']"
theripplepond,"Some great advice from @mentalhealth. The coronavirus epidemic is difficult for us all, but for those who are already living with #mentalhealth problem it can be even more challenging. #forcesfamilies https://t.co/HjuR3be9og",2020-06-10 09:22:38,United Kingdom,"great advice @mentalhealth. coronavirus epidemic difficult us all, already living #mentalhealth problem even challenging. #forcesfamilies","['great', 'advice', 'mentalhealth', 'coronavirus', 'epidemic', 'difficult', 'us', 'all', 'already', 'living', 'mentalhealth', 'problem', 'even', 'challenging', 'forcesfamilies']"
SheffMHG,"RT @mentalhealth: 👶In this time of international uncertainty, parents’ and babies’ mental health may be affected more than ever before.

👉R…",2020-06-10 09:21:45,"Sheffield, England","@mentalhealth: 👶in time international uncertainty, parents’ babies’ mental health may affected ever before. 👉r…","['mentalhealth', 'in', 'time', 'international', 'uncertainty', 'parents', 'babies', 'mental', 'health', 'may', 'affected', 'ever', 'before']"
shelley1022001,"RT @mentalhealth: 🎓 Students! 📓
💚 How does it feel to be a student right now?
💚 How have you been feeling during lockdown?
💚 What would hel…",2020-06-10 09:00:36,,@mentalhealth: 🎓 students! 📓 💚 feel student right now? 💚 feeling lockdown? 💚 would hel…,"['mentalhealth', 'students', 'feel', 'student', 'right', 'now', 'feeling', 'lockdown', 'would', 'hel']"
ManInMortlake,"Do you suppose, as a loyal customer, I can persuade
@HalifaxBank 
@BulbUK 
@SkyNewsPR 
@thameswater 
@marksandspencer 
@Tesco 
to each donate £25?
#mentalhealth 
@mentalhealth 

https://t.co/H3IboGyrKL https://t.co/xZlZAiUUPv",2020-06-10 08:43:43,LB Richmond upon Thames,"suppose, loyal customer, persuade @halifaxbank @bulbuk @skynewspr @thameswater @marksandspencer @tesco donate £25? #mentalhealth @mentalhealth","['suppose', 'loyal', 'customer', 'persuade', 'halifaxbank', 'bulbuk', 'skynewspr', 'thameswater', 'marksandspencer', 'tesco', 'donate', 'mentalhealth', 'mentalhealth']"
ManInMortlake,"Just for the record, over the past 28 days I've walked 355,396 steps (275.39km or 183.5 miles).
Thank you so much for all the support so far.
@mentalhealth 
#mentalhealth",2020-06-10 08:38:39,LB Richmond upon Thames,"record, past 28 days i've walked 355,396 steps (275.39km 183.5 miles). thank much support far. @mentalhealth #mentalhealth","['record', 'past', 'days', 've', 'walked', 'steps', 'km', 'miles', 'thank', 'much', 'support', 'far', 'mentalhealth', 'mentalhealth']"
ManInMortlake,"I'm keeping the fundraising page open for a few more days, as I'm aware there are cheques in the post. It also means that those who have now found that fiver down the back of the sofa still have time to donate!
#mentalhealth 
@mentalhealth",2020-06-10 08:38:38,LB Richmond upon Thames,"i'm keeping fundraising page open days, i'm aware cheques post. also means found fiver back sofa still time donate! #mentalhealth @mentalhealth","['keeping', 'fundraising', 'page', 'open', 'days', 'aware', 'cheques', 'post', 'also', 'means', 'found', 'fiver', 'back', 'sofa', 'still', 'time', 'donate', 'mentalhealth', 'mentalhealth']"
ManInMortlake,"First, a deep, heartfelt thanks to all of you for the birthday wishes yesterday.
I was overwhelmed by such kindness. 
Yesterday I walked my last fundraising walk for @mentalhealth.
It was early evening and I managed 11,377 steps (8.82km).

#mentalhealth https://t.co/MfhVJruEtz",2020-06-10 08:38:38,LB Richmond upon Thames,"first, deep, heartfelt thanks birthday wishes yesterday. overwhelmed kindness. yesterday walked last fundraising walk @mentalhealth. early evening managed 11,377 steps (8.82km). #mentalhealth","['first', 'deep', 'heartfelt', 'thanks', 'birthday', 'wishes', 'yesterday', 'overwhelmed', 'kindness', 'yesterday', 'walked', 'last', 'fundraising', 'walk', 'mentalhealth', 'early', 'evening', 'managed', 'steps', 'km', 'mentalhealth']"
Ruth_ITV,@sian_monument @BBCWales @DiscoverCymru @mentalhealth @SamsungMobile @visitwales Awesome pic... really love this x,2020-06-10 08:30:26,United Kingdom,@sian_monument @bbcwales @discovercymru @mentalhealth @samsungmobile @visitwales awesome pic... really love x,"['sian_monument', 'bbcwales', 'discovercymru', 'mentalhealth', 'samsungmobile', 'visitwales', 'awesome', 'pic', 'really', 'love']"
AgeUKManchester,"RT @MCRActive: Since lockdown, Kenny has shared a daily joke for the local community to enjoy. Over 50 jokes. Getting rave reviews! And mak…",2020-06-10 08:15:02,"Manchester, UK","@mcractive: since lockdown, kenny shared daily joke local community enjoy. 50 jokes. getting rave reviews! mak…","['mcractive', 'since', 'lockdown', 'kenny', 'shared', 'daily', 'joke', 'local', 'community', 'enjoy', 'jokes', 'getting', 'rave', 'reviews', 'mak']"
RAnimasun,@emilyfisherldn @NightingaleHosp @casserlyd @theRCN @ANANursingWorld @NurseStandard @mentalhealth @MarziaNicodemiE @SwlstgN You betcha https://t.co/OG9OKle09O,2020-06-10 08:09:50,,@emilyfisherldn @nightingalehosp @casserlyd @thercn @ananursingworld @nursestandard @mentalhealth @marzianicodemie @swlstgn betcha,"['emilyfisherldn', 'nightingalehosp', 'casserlyd', 'thercn', 'ananursingworld', 'nursestandard', 'mentalhealth', 'marzianicodemie', 'swlstgn', 'betcha']"
GDPS_TW8,"Happy Wednesday! New task sheets are now on!! The teachers would love to see what you have chosen to do off them. @purpleMash @The_IPC Remember, you’re all doing great. Some advice from @mentalhealth have a routine,it’s really important- do some home learning, but have fun too.",2020-06-10 08:06:44,London,"happy wednesday! new task sheets on!! teachers would love see chosen them. @purplemash @the_ipc remember, you’re great. advice @mentalhealth routine,it’s really important- home learning, fun too.","['happy', 'wednesday', 'new', 'task', 'sheets', 'on', 'teachers', 'would', 'love', 'see', 'chosen', 'them', 'purplemash', 'the_ipc', 'remember', 'you', 're', 'great', 'advice', 'mentalhealth', 'routine', 'it', 'really', 'important', 'home', 'learning', 'fun', 'too']"
SeabrookCEP,"Children are increasingly connecting with the world through digital media. With technology constantly changing, it can be hard knowing how to keep your children safe and healthy online. #MentalHealthAwareness  @MentalHealth #SocialSchools

https://t.co/JkVbzmoHqK",2020-06-10 08:02:43,"Hythe, Kent","children increasingly connecting world digital media. technology constantly changing, hard knowing keep children safe healthy online. #mentalhealthawareness @mentalhealth #socialschools","['children', 'increasingly', 'connecting', 'world', 'digital', 'media', 'technology', 'constantly', 'changing', 'hard', 'knowing', 'keep', 'children', 'safe', 'healthy', 'online', 'mentalhealthawareness', 'mentalhealth', 'socialschools']"
StMartinsCEP,"Children are increasingly connecting with the world through digital media. With technology constantly changing, it can be hard knowing how to keep your children safe and healthy online. #MentalHealthAwareness  @MentalHealth #SocialSchools

https://t.co/43QPWXqi8Y",2020-06-10 08:02:27,Folkestone,"children increasingly connecting world digital media. technology constantly changing, hard knowing keep children safe healthy online. #mentalhealthawareness @mentalhealth #socialschools","['children', 'increasingly', 'connecting', 'world', 'digital', 'media', 'technology', 'constantly', 'changing', 'hard', 'knowing', 'keep', 'children', 'safe', 'healthy', 'online', 'mentalhealthawareness', 'mentalhealth', 'socialschools']"
Phoenix_Ashford,"Children are increasingly connecting with the world through digital media. With technology constantly changing, it can be hard knowing how to keep your children safe and healthy online. #MentalHealthAwareness  @MentalHealth #SocialSchools

https://t.co/x1hENhWMdH",2020-06-10 08:02:26,"Ashford, Kent","children increasingly connecting world digital media. technology constantly changing, hard knowing keep children safe healthy online. #mentalhealthawareness @mentalhealth #socialschools","['children', 'increasingly', 'connecting', 'world', 'digital', 'media', 'technology', 'constantly', 'changing', 'hard', 'knowing', 'keep', 'children', 'safe', 'healthy', 'online', 'mentalhealthawareness', 'mentalhealth', 'socialschools']"
CuriousJuliaP,"Hi @mentalhealth, any chance of a RT for our survey exploring the impact Covid 19 is having on artists and creative freelancers, their mental &amp; careers/businesses? Thanks in advance for any help you can offer! https://t.co/r3pAwYeTwr",2020-06-10 07:41:00,Wivenhoe,"hi @mentalhealth, chance survey exploring impact covid 19 artists creative freelancers, mental careers/businesses? thanks advance help offer!","['hi', 'mentalhealth', 'chance', 'survey', 'exploring', 'impact', 'covid', 'artists', 'creative', 'freelancers', 'mental', 'careers', 'businesses', 'thanks', 'advance', 'help', 'offer']"
emilyfisherldn,@RAnimasun @NightingaleHosp @casserlyd @theRCN @ANANursingWorld @NurseStandard @mentalhealth @MarziaNicodemiE @SwlstgN 😘😘😘 sending love you guys 💕💕💕 I’m glad the posters arrived safely &amp; so quickly ! I look forward to hopefully seeing some more by patients xx,2020-06-10 07:39:13,"London, England",@ranimasun @nightingalehosp @casserlyd @thercn @ananursingworld @nursestandard @mentalhealth @marzianicodemie @swlstgn 😘😘😘 sending love guys 💕💕💕 i’m glad posters arrived safely quickly ! look forward hopefully seeing patients xx,"['ranimasun', 'nightingalehosp', 'casserlyd', 'thercn', 'ananursingworld', 'nursestandard', 'mentalhealth', 'marzianicodemie', 'swlstgn', 'sending', 'love', 'guys', 'glad', 'posters', 'arrived', 'safely', 'quickly', 'look', 'forward', 'hopefully', 'seeing', 'patients', 'xx']"
Pausitivity2,RT @50Sense: Done a quick search on several mental health charities sites. Menopause is mentioned in passing on TWO of them as part of othe…,2020-06-10 07:36:19,,@50sense: done quick search several mental health charities sites. menopause mentioned passing two part othe…,"['sense', 'done', 'quick', 'search', 'several', 'mental', 'health', 'charities', 'sites', 'menopause', 'mentioned', 'passing', 'two', 'part', 'othe']"
50Sense,"Done a quick search on several mental health charities sites. Menopause is mentioned in passing on TWO of them as part of other reports and dating back many years (one has never mentioned it since 2012).

#EveryMindMatters - except menopausal women's

@mentalhealth @MindCharity https://t.co/vZwZoMRhdO",2020-06-10 07:34:33,"Canterbury, England",done quick search several mental health charities sites. menopause mentioned passing two part reports dating back many years (one never mentioned since 2012). #everymindmatters - except menopausal women's @mentalhealth @mindcharity,"['done', 'quick', 'search', 'several', 'mental', 'health', 'charities', 'sites', 'menopause', 'mentioned', 'passing', 'two', 'part', 'reports', 'dating', 'back', 'many', 'years', 'one', 'never', 'mentioned', 'since', 'everymindmatters', 'except', 'menopausal', ""women's"", 'mentalhealth', 'mindcharity']"
pgrigg,RT @shift_org: Lots going on for Infant Mental Health Awareness Week incl a talk 9am today on a systemic approach to supporting infants dur…,2020-06-10 07:02:41,London,@shift_org: lots going infant mental health awareness week incl talk 9am today systemic approach supporting infants dur…,"['shift_org', 'lots', 'going', 'infant', 'mental', 'health', 'awareness', 'week', 'incl', 'talk', 'am', 'today', 'systemic', 'approach', 'supporting', 'infants', 'dur']"
hr_trends_bot,"RT @WorkMHLeader: Are you ready to ask your employees 'How are you?'

#mentalhealth #wellbeing #howareyou #employeeengagement #hrm 

@MindC…",2020-06-10 07:02:31,🌎,@workmhleader: ready ask employees 'how you?' #mentalhealth #wellbeing #howareyou #employeeengagement #hrm @mindc…,"['workmhleader', 'ready', 'ask', 'employees', 'how', 'you', 'mentalhealth', 'wellbeing', 'howareyou', 'employeeengagement', 'hrm', 'mindc']"
shift_org,Lots going on for Infant Mental Health Awareness Week incl a talk 9am today on a systemic approach to supporting infants during the pandemic in Queensland @WAIMHorg https://t.co/opqUwykrUE + new resources from @mentalhealth @AFNCCF @First1001Days #IMHAW2020 https://t.co/VHoyCajeFh,2020-06-10 07:01:22,Based in London,lots going infant mental health awareness week incl talk 9am today systemic approach supporting infants pandemic queensland @waimhorg + new resources @mentalhealth @afnccf @first1001days #imhaw2020,"['lots', 'going', 'infant', 'mental', 'health', 'awareness', 'week', 'incl', 'talk', 'am', 'today', 'systemic', 'approach', 'supporting', 'infants', 'pandemic', 'queensland', 'waimhorg', 'new', 'resources', 'mentalhealth', 'afnccf', 'first1001days', 'imhaw2020']"
WorkMHLeader,"Are you ready to ask your employees 'How are you?'

#mentalhealth #wellbeing #howareyou #employeeengagement #hrm 

@MindCharity @MentalHealthAm @Rethink_ @MHFAEngland @mentalhealth 

https://t.co/Hde84gu055",2020-06-10 06:45:10,,ready ask employees 'how you?' #mentalhealth #wellbeing #howareyou #employeeengagement #hrm @mindcharity @mentalhealtham @rethink_ @mhfaengland @mentalhealth,"['ready', 'ask', 'employees', 'how', 'you', 'mentalhealth', 'wellbeing', 'howareyou', 'employeeengagement', 'hrm', 'mindcharity', 'mentalhealtham', 'rethink_', 'mhfaengland', 'mentalhealth']"
